District,PC Name,PC Code,Category,Question,Option,Legend
JAJPUR,NARAHARIPUR PACS,S1130303,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
JAJPUR,NARAHARIPUR PACS,S1130303,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
JAJPUR,NARAHARIPUR PACS,S1130303,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
JAJPUR,NARAHARIPUR PACS,S1130303,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
JAJPUR,NARAHARIPUR PACS,S1130303,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
JAJPUR,NARAHARIPUR PACS,S1130303,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage with Dunnage,Yes
DHENKANAL,RANJAGOL,S1090406,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
DHENKANAL,RANJAGOL,S1090406,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
DHENKANAL,RANJAGOL,S1090406,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
DHENKANAL,RANJAGOL,S1090406,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
DHENKANAL,RANJAGOL,S1090406,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage without Dunnage,Yes
MAYURBHANJ,PALASMUNDALI,S1221602,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
MAYURBHANJ,PALASMUNDALI,S1221602,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
MAYURBHANJ,PALASMUNDALI,S1221602,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
MAYURBHANJ,PALASMUNDALI,S1221602,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
MAYURBHANJ,PALASMUNDALI,S1221602,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
MAYURBHANJ,PALASMUNDALI,S1221602,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed with Dunnage,Yes
JAJPUR,UTTANGARA PACS,S1130304,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
JAJPUR,UTTANGARA PACS,S1130304,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
JAJPUR,UTTANGARA PACS,S1130304,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
JAJPUR,UTTANGARA PACS,S1130304,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
JAJPUR,UTTANGARA PACS,S1130304,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
JAJPUR,UTTANGARA PACS,S1130304,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
JAJPUR,UTTANGARA PACS,S1130304,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed with Dunnage,Yes
JAJPUR,KATIKATA PACS,S1130508,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
JAJPUR,KATIKATA PACS,S1130508,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
JAJPUR,KATIKATA PACS,S1130508,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
JAJPUR,KATIKATA PACS,S1130508,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
JAJPUR,KATIKATA PACS,S1130508,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage without Dunnage,Yes
BHADRAK,SRIRAM,S1040207,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
BHADRAK,SRIRAM,S1040207,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
BHADRAK,SRIRAM,S1040207,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
BHADRAK,SRIRAM,S1040207,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
BHADRAK,SRIRAM,S1040207,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
BHADRAK,SRIRAM,S1040207,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
BHADRAK,SRIRAM,S1040207,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage with Dunnage,Yes
JAJPUR,KORAI PACS,S1130814,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
JAJPUR,KORAI PACS,S1130814,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
JAJPUR,KORAI PACS,S1130814,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
JAJPUR,KORAI PACS,S1130814,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
JAJPUR,KORAI PACS,S1130814,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed with Dunnage,Yes
GANJAM,BHISMAGIRI,S1110902,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
GANJAM,BHISMAGIRI,S1110902,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
GANJAM,BHISMAGIRI,S1110902,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
GANJAM,BHISMAGIRI,S1110902,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
GANJAM,BHISMAGIRI,S1110902,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed with Dunnage,Yes
ANGUL,RANKASINGHA,S1010311,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
ANGUL,RANKASINGHA,S1010311,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
ANGUL,RANKASINGHA,S1010311,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
ANGUL,RANKASINGHA,S1010311,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
ANGUL,RANKASINGHA,S1010311,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
ANGUL,RANKASINGHA,S1010311,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed with Dunnage,Yes
ANGUL,BADAJARADA SCS,S1010809,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
ANGUL,BADAJARADA SCS,S1010809,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
ANGUL,BADAJARADA SCS,S1010809,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
ANGUL,BADAJARADA SCS,S1010809,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
ANGUL,BADAJARADA SCS,S1010809,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
ANGUL,BADAJARADA SCS,S1010809,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
ANGUL,BADAJARADA SCS,S1010809,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage without Dunnage,Yes
GANJAM,PHASIGUDA SCS,S1110920,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
BHADRAK,JALAMANDUA SCS,S1040307,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
BHADRAK,JALAMANDUA SCS,S1040307,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
BHADRAK,JALAMANDUA SCS,S1040307,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
BHADRAK,JALAMANDUA SCS,S1040307,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
BHADRAK,JALAMANDUA SCS,S1040307,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed without Dunnage,Yes
MAYURBHANJ,RASGOVINDPUR,S1221901,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
MAYURBHANJ,RASGOVINDPUR,S1221901,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
MAYURBHANJ,RASGOVINDPUR,S1221901,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
MAYURBHANJ,RASGOVINDPUR,S1221901,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
MAYURBHANJ,RASGOVINDPUR,S1221901,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
MAYURBHANJ,RASGOVINDPUR,S1221901,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
JAJPUR,TULATI PACS,S1130803,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
JAJPUR,TULATI PACS,S1130803,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
JAJPUR,TULATI PACS,S1130803,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
JAJPUR,TULATI PACS,S1130803,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
JAJPUR,TULATI PACS,S1130803,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage without Dunnage,Yes
JAJPUR,CHIKANA PACS,S1130302,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
JAJPUR,CHIKANA PACS,S1130302,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
JAJPUR,CHIKANA PACS,S1130302,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
JAJPUR,CHIKANA PACS,S1130302,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
JAJPUR,CHIKANA PACS,S1130302,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
JAJPUR,CHIKANA PACS,S1130302,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
JAJPUR,CHIKANA PACS,S1130302,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage with Dunnage,Yes
GANJAM,CHHANAMERI SCS,S1112018,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
GANJAM,CHHANAMERI SCS,S1112018,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
GANJAM,CHHANAMERI SCS,S1112018,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
GANJAM,CHHANAMERI SCS,S1112018,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
GANJAM,CHHANAMERI SCS,S1112018,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
GANJAM,CHHANAMERI SCS,S1112018,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
GANJAM,CHHANAMERI SCS,S1112018,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed without Dunnage,Yes
BHADRAK,MAA BADAMBA SHG,S2040324,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
BHADRAK,MAA BADAMBA SHG,S2040324,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
BHADRAK,MAA BADAMBA SHG,S2040324,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
BHADRAK,MAA BADAMBA SHG,S2040324,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
BHADRAK,MAA BADAMBA SHG,S2040324,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
BHADRAK,MAA BADAMBA SHG,S2040324,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed without Dunnage,Yes
JAJPUR,KUANRPUR PACS,S1130504,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
JAJPUR,KUANRPUR PACS,S1130504,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
JAJPUR,KUANRPUR PACS,S1130504,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
JAJPUR,KUANRPUR PACS,S1130504,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
JAJPUR,KUANRPUR PACS,S1130504,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
JAJPUR,KUANRPUR PACS,S1130504,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
JAJPUR,KUANRPUR PACS,S1130504,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage with Dunnage,Yes
ANGUL,BALARAMPRASAD SCS,S1010310,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
ANGUL,BALARAMPRASAD SCS,S1010310,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
ANGUL,BALARAMPRASAD SCS,S1010310,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
ANGUL,BALARAMPRASAD SCS,S1010310,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
ANGUL,BALARAMPRASAD SCS,S1010310,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
ANGUL,BALARAMPRASAD SCS,S1010310,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
ANGUL,BALARAMPRASAD SCS,S1010310,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage without Dunnage,Yes
JAJPUR,AREI PACS,S1130305,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
